From, to, distance in meters, calcTime, journeysFound, bestPickDeparture,bestPickTime, worstPickDeparture, worstPickTime
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008811106,140327.8,11287,8,201909-18T07:18:00,10440,2019-09-18T19:22:00,10740
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008811130,140951.3,8616,7,201909-18T07:07:00,9840,2019-09-18T19:45:00,12180
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008811148,142047.8,4710,10,201909-18T07:19:00,10620,2019-09-18T15:32:00,11400
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008811155,140637.4,10453,28,201909-18T07:22:00,10920,2019-09-18T18:28:00,14700
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008811163,140465.4,12891,8,201909-18T07:16:00,10320,2019-09-18T19:25:00,10860
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008811171,139820.7,10253,10,201909-18T13:18:00,10560,2019-09-18T07:20:00,10620
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008811189,142341,12769,20,201909-18T13:12:00,10080,2019-09-18T17:43:00,11940
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008811197,138621.9,6719,28,201909-18T07:35:00,11460,2019-09-18T08:00:00,13020
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008811205,137027.2,6631,28,201909-18T07:32:00,11340,2019-09-18T07:58:00,12840
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008811429,136694.3,6062,24,201909-18T19:13:00,10140,2019-09-18T12:13:00,13740
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008814472,136819.4,5300,5,201909-18T07:56:00,12720,2019-09-18T07:56:00,12720
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008811213,139467,11166,7,201909-18T07:04:00,9600,2019-09-18T19:47:00,12240
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008811221,137635,10802,7,201909-18T07:01:00,9420,2019-09-18T19:41:00,12000
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008811247,135463.8,8164,7,201909-18T06:58:00,9300,2019-09-18T19:56:00,12780
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008811254,134105.6,9631,7,201909-18T06:54:00,9060,2019-09-18T19:59:00,12960
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008811262,132100.1,8231,7,201909-18T06:51:00,8880,2019-09-18T20:03:00,13200
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008811270,129814.6,7995,7,201909-18T06:48:00,8700,2019-09-18T20:06:00,13380
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008811288,128016.9,9973,7,201909-18T06:42:00,8460,2019-09-18T20:09:00,13560
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008811304,140065.6,11642,30,201909-18T13:00:00,9360,2019-09-18T08:30:00,14820
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008811916,139927.6,12375,30,201909-18T12:52:00,9180,2019-09-18T08:36:00,15120
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008811403,139214.7,12108,8,201909-18T13:16:00,10380,2019-09-18T07:31:00,11280
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008811411,138102.2,11846,19,201909-18T19:09:00,9960,2019-09-18T07:34:00,11400
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008811437,135329.3,7736,14,201909-18T19:15:00,10260,2019-09-18T07:47:00,12180
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008811445,131161.9,8065,15,201909-18T19:18:00,10560,2019-09-18T15:35:00,18660
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008811460,129743.4,6552,24,201909-18T19:22:00,10680,2019-09-18T12:22:00,14280
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008811510,126659,7891,14,201909-18T19:24:00,10920,2019-09-18T07:54:00,12720
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008811528,124874.8,8287,34,201909-18T19:29:00,11100,2019-09-18T07:59:00,12900
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008811536,122958.7,8637,34,201909-18T19:32:00,11340,2019-09-18T08:02:00,13140
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008811544,121519.4,6562,17,201909-18T19:35:00,11520,2019-09-18T08:18:00,14220
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008811601,118585.3,10034,29,201909-18T13:19:00,10620,2019-09-18T08:08:00,13560
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008811635,119288.9,8145,11,201909-18T07:31:00,11280,2019-09-18T17:58:00,12900
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008811676,115560.9,8863,35,201909-18T11:43:00,12240,2019-09-18T08:12:00,13980
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008811718,119054.3,7787,6,201909-18T07:29:00,11100,2019-09-18T17:56:00,12720
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008811726,118976,8081,6,201909-18T07:25:00,10920,2019-09-18T17:52:00,12540
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008811734,118488.1,7393,6,201909-18T07:22:00,10740,2019-09-18T17:49:00,12360
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008811742,117637.2,7120,6,201909-18T07:19:00,10560,2019-09-18T17:46:00,12180
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008811759,118047.2,7454,6,201909-18T07:17:00,10380,2019-09-18T17:44:00,12000
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008811767,119004.1,7633,6,201909-18T07:14:00,10260,2019-09-18T17:41:00,11880
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008811775,120266.2,7398,6,201909-18T07:11:00,10080,2019-09-18T17:38:00,11700
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008811817,117833.9,6139,28,201909-18T11:54:00,12660,2019-09-18T08:21:00,14280
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008811825,117240.9,5905,28,201909-18T11:57:00,12840,2019-09-18T08:24:00,14460
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008812005,142110.1,16650,7,201909-18T12:47:00,8640,2019-09-18T06:48:00,8820
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008813045,141561.4,4674,6,201909-18T07:13:00,10140,2019-09-18T15:47:00,12180
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008812013,144204.7,4848,9,201909-18T07:12:00,10080,2019-09-18T07:12:00,10080
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008815016,144015.7,4509,9,201909-18T07:14:00,10200,2019-09-18T07:14:00,10200
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008812021,144078.3,8177,14,201909-18T13:05:00,9780,2019-09-18T15:08:00,9960
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008812047,145449,8997,14,201909-18T13:09:00,9900,2019-09-18T15:12:00,10080
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008812062,149014,6878,11,201909-18T07:21:00,10740,2019-09-18T17:58:00,12960
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008812070,153905.6,7244,11,201909-18T07:25:00,10980,2019-09-18T18:02:00,13260
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008812112,155081.8,7333,11,201909-18T07:30:00,11220,2019-09-18T18:08:00,13500
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008812120,156135.4,7134,11,201909-18T07:33:00,11400,2019-09-18T18:11:00,13680
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008812146,159435.4,6893,11,201909-18T07:37:00,11640,2019-09-18T18:15:00,13920
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008812153,162167.9,7500,11,201909-18T07:41:00,11880,2019-09-18T18:19:00,14220
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008812161,164409.3,7296,11,201909-18T07:44:00,12060,2019-09-18T18:23:00,14400
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008812211,147035.8,6743,14,201909-18T13:12:00,10140,2019-09-18T15:15:00,10320
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008812229,147724.7,6999,14,201909-18T13:15:00,10260,2019-09-18T15:18:00,10440
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008812237,149395.8,7184,14,201909-18T13:17:00,10380,2019-09-18T15:20:00,10560
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008812245,151683.4,7023,14,201909-18T13:20:00,10620,2019-09-18T15:23:00,10800
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008812252,154478.4,7298,14,201909-18T13:23:00,10800,2019-09-18T15:26:00,10980
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008812260,157932.8,8303,17,201909-18T13:25:00,10860,2019-09-18T15:30:00,11280
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008813003,141465.2,17282,14,201909-18T12:54:00,8940,2019-09-18T06:57:00,9180
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008813037,141704.7,3423,18,201909-18T07:52:00,12480,2019-09-18T07:52:00,12480
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008814001,142034.6,16806,20,201909-18T12:57:00,9240,2019-09-18T07:01:00,9480
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008814118,141420.1,7083,18,201909-18T07:24:00,10920,2019-09-18T07:24:00,10920
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008814373,142063.8,6971,28,201909-18T13:03:00,9720,2019-09-18T07:34:00,11580
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008814126,140784.7,5389,18,201909-18T07:28:00,11040,2019-09-18T07:28:00,11040
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008814134,139664.1,6780,18,201909-18T07:30:00,11160,2019-09-18T07:30:00,11160
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008814431,138975.5,8201,9,201909-18T13:31:00,11280,2019-09-18T17:52:00,12540
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008814142,138185.2,7762,20,201909-18T13:25:00,11040,2019-09-18T07:33:00,11340
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008814159,136963.4,5621,18,201909-18T07:36:00,11520,2019-09-18T07:36:00,11520
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008814167,135351.8,8187,20,201909-18T13:31:00,11220,2019-09-18T07:39:00,11700
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008814175,134317.8,5338,18,201909-18T07:42:00,11880,2019-09-18T07:42:00,11880
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008814209,129557.6,8806,18,201909-18T07:36:00,11640,2019-09-18T07:36:00,11640
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008814241,129756.1,8298,36,201909-18T07:41:00,12000,2019-09-18T07:53:00,12720
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008814258,131105,8861,18,201909-18T13:23:00,10860,2019-09-18T07:26:00,10980
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008814266,132247,7878,20,201909-18T13:35:00,11460,2019-09-18T07:44:00,12060
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008814308,142058.7,11979,24,201909-18T13:17:00,10380,2019-09-18T19:33:00,11340
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008814332,142282.7,6308,28,201909-18T13:20:00,10620,2019-09-18T07:52:00,12540
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008814340,141884.9,6942,28,201909-18T13:14:00,10200,2019-09-18T07:45:00,12060
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008814357,141762.3,6845,28,201909-18T13:11:00,10080,2019-09-18T07:42:00,11940
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008814365,141882.6,6523,28,201909-18T13:08:00,9900,2019-09-18T07:39:00,11760
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008814415,141414.4,8301,6,201909-18T07:34:00,11520,2019-09-18T17:45:00,12120
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008814423,140014.6,8032,9,201909-18T13:34:00,11460,2019-09-18T17:48:00,12360
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008814449,137997.8,8671,8,201909-18T13:22:00,10680,2019-09-18T07:46:00,12180
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008814456,136619.6,8983,8,201909-18T13:17:00,10320,2019-09-18T07:39:00,11700
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008814464,137430.5,9214,8,201909-18T13:19:00,10560,2019-09-18T07:42:00,11940
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008815040,143730.1,4452,9,201909-18T07:06:00,9900,2019-09-18T07:06:00,9900
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008819406,137692.8,10885,7,201909-18T07:04:00,9720,2019-09-18T19:18:00,10500
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008821006,165048,11142,8,201909-18T07:26:00,11040,2019-09-18T19:31:00,11340
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008821022,163520.5,1112,0
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008821030,166012.1,1064,0
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008821048,172992,991,0
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008821063,167066,8996,11,201909-18T07:37:00,11820,2019-09-18T20:20:00,14400
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008821071,169757.7,7843,49,201909-18T13:58:00,12900,2019-09-18T20:30:00,14820
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008821089,168379.3,7803,11,201909-18T07:44:00,12060,2019-09-18T20:27:00,14640
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008821105,167776.2,4931,9,201909-18T07:49:00,12780,2019-09-18T07:49:00,12780
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008821121,163060.1,10787,7,201909-18T07:18:00,10740,2019-09-18T19:27:00,10980
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008821147,160968.3,10629,14,201909-18T07:23:00,10860,2019-09-18T07:49:00,12480
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008821154,161065.5,895,0
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008821196,164967,7999,30,201909-18T07:48:00,12360,2019-09-18T08:37:00,15300
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008821238,159674,7520,19,201909-18T13:40:00,11760,2019-09-18T18:10:00,13560
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008821246,158865,9098,35,201909-18T07:41:00,11880,2019-09-18T16:41:00,15480
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008821311,155693.8,8248,35,201909-18T07:33:00,11460,2019-09-18T16:33:00,15060
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008821337,157842.6,7898,35,201909-18T07:38:00,11700,2019-09-18T16:38:00,15300
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008821402,184690.9,7873,49,201909-18T08:20:00,14280,2019-09-18T20:56:00,16440
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008821436,181107.9,6630,51,201909-18T08:16:00,14040,2019-09-18T18:52:00,16200
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008821444,177709.2,7239,49,201909-18T08:14:00,13740,2019-09-18T20:49:00,15900
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008821451,176593,5686,92,201909-18T14:13:00,13740,2019-09-18T08:46:00,15780
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008821519,175665.4,7840,49,201909-18T08:07:00,13560,2019-09-18T20:40:00,15600
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008821535,172512.8,8929,49,201909-18T08:04:00,13200,2019-09-18T20:36:00,15180
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008821543,170565.4,6921,42,201909-18T08:02:00,13080,2019-09-18T18:34:00,15000
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008821600,151793.6,9465,7,201909-18T07:05:00,9960,2019-09-18T19:34:00,11700
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008821634,157190.2,8165,13,201909-18T07:17:00,10560,2019-09-18T07:43:00,12180
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008821659,150376,5839,11,201909-18T13:33:00,11520,2019-09-18T12:53:00,16320
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008821667,148949.2,5977,11,201909-18T13:38:00,11760,2019-09-18T12:58:00,16500
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008821709,144532.7,5556,7,201909-18T07:59:00,12960,2019-09-18T20:00:00,13020
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008821717,143930.4,7648,33,201909-18T07:32:00,11400,2019-09-18T08:32:00,15000
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008821725,145976.6,6013,11,201909-18T13:42:00,12060,2019-09-18T13:02:00,16860
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008821816,146313,6944,7,201909-18T07:30:00,11280,2019-09-18T07:30:00,11280
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008821824,143239.5,6731,7,201909-18T07:26:00,11040,2019-09-18T07:26:00,11040
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008821832,139810.1,8162,7,201909-18T06:55:00,9240,2019-09-18T19:20:00,10740
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008821857,133729.5,6521,7,201909-18T07:17:00,10440,2019-09-18T07:17:00,10440
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008821865,131207.9,6341,7,201909-18T07:12:00,10260,2019-09-18T07:12:00,10260
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008821907,153069.6,8132,36,201909-18T07:47:00,12480,2019-09-18T08:47:00,16080
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008821964,146945.2,6850,36,201909-18T07:38:00,12000,2019-09-18T08:38:00,15600
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008822004,146370.1,12245,7,201909-18T07:07:00,9960,2019-09-18T07:07:00,9960
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008822053,152394.4,7881,29,201909-18T07:31:00,11580,2019-09-18T09:15:00,17580
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008822111,155523,8234,7,201909-18T07:22:00,10740,2019-09-18T07:22:00,10740
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008822137,159738.4,8340,35,201909-18T07:44:00,12120,2019-09-18T09:07:00,17040
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008822145,161382.9,7470,35,201909-18T07:48:00,12300,2019-09-18T09:04:00,16860
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008822160,164283,7750,35,201909-18T07:51:00,12480,2019-09-18T09:00:00,16680
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008822210,151486.6,8696,35,201909-18T07:30:00,11160,2019-09-18T16:30:00,14760
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008822228,149682.1,8214,35,201909-18T07:25:00,11040,2019-09-18T16:25:00,14640
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008822251,144024,9681,29,201909-18T07:19:00,10680,2019-09-18T16:05:00,13320
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008822269,143370.6,9441,40,201909-18T07:22:00,10860,2019-09-18T15:59:00,13140
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008822277,143403.8,5221,15,201909-18T07:23:00,10860,2019-09-18T08:27:00,14760
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008822343,146924.3,10899,30,201909-18T07:21:00,10680,2019-09-18T17:58:00,12900
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008822426,144058,8834,16,201909-18T07:17:00,10560,2019-09-18T07:31:00,11280
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008822459,142049.3,7069,12,201909-18T09:27:00,11040,2019-09-18T07:27:00,11100
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008822475,138983.2,8250,7,201909-18T07:00:00,9420,2019-09-18T07:00:00,9420
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008822517,135795.9,7984,7,201909-18T06:57:00,9180,2019-09-18T06:57:00,9180
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008822525,133936.9,8775,7,201909-18T06:55:00,9060,2019-09-18T06:55:00,9060
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008822533,131572.1,6897,10,201909-18T07:13:00,10260,2019-09-18T07:13:00,10260
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008822608,156583.2,6091,12,201909-18T13:21:00,11280,2019-09-18T07:41:00,12420
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008822715,161241.4,7508,12,201909-18T13:34:00,11580,2019-09-18T07:54:00,12780
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008822772,165070.8,6975,12,201909-18T13:40:00,11880,2019-09-18T08:01:00,13140
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008822814,158151.4,6801,28,201909-18T08:09:00,13620,2019-09-18T18:39:00,15420
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008822848,159288.2,7227,17,201909-18T08:07:00,13500,2019-09-18T18:45:00,15780
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008824158,165852.5,6179,28,201909-18T07:53:00,12720,2019-09-18T18:23:00,14520
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008824224,162739.5,7925,28,201909-18T07:58:00,13020,2019-09-18T18:28:00,14820
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008824232,161823.2,7040,28,201909-18T08:03:00,13200,2019-09-18T18:33:00,15000
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008824240,160858,7002,28,201909-18T08:06:00,13380,2019-09-18T18:36:00,15180
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008829009,185353.3,1068,0
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008831005,101820.6,10851,44,201909-18T14:55:00,9300,2019-09-18T07:14:00,10620
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008831039,98755.85,6068,8,201909-18T14:45:00,8880,2019-09-18T07:15:00,10620
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008831088,109904.1,6138,10,201909-18T13:23:00,11040,2019-09-18T07:46:00,12420
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008831112,96888.6,6730,36,201909-18T07:07:00,10080,2019-09-18T07:07:00,10080
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008831138,90083.67,6754,36,201909-18T06:59:00,9660,2019-09-18T06:59:00,9660
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008831310,82655.52,6695,36,201909-18T06:53:00,9120,2019-09-18T06:53:00,9120
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008831401,117952.5,8907,7,201909-18T07:03:00,9660,2019-09-18T07:03:00,9660
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008831765,100546.2,5617,31,201909-18T15:17:00,10620,2019-09-18T11:48:00,12480
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008831781,101804.9,5438,31,201909-18T15:12:00,10260,2019-09-18T11:44:00,12120
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008831807,96933.95,5918,8,201909-18T14:29:00,7980,2019-09-18T07:06:00,10080
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008832003,122549.2,6202,42,201909-18T15:37:00,11700,2019-09-18T08:37:00,15300
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008832045,130569.3,6081,42,201909-18T15:41:00,12120,2019-09-18T08:41:00,15720
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008832227,120308,6014,42,201909-18T15:32:00,11460,2019-09-18T08:32:00,15060
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008832235,116595.8,6288,42,201909-18T15:28:00,11100,2019-09-18T08:28:00,14700
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008832243,113899.3,4871,37,201909-18T15:24:00,10920,2019-09-18T08:24:00,14520
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008832250,111958.1,5105,37,201909-18T15:18:00,10680,2019-09-18T08:18:00,14280
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008832334,106973.2,5303,37,201909-18T15:08:00,10320,2019-09-18T08:08:00,13920
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008832375,103465.5,7080,31,201909-18T15:03:00,9960,2019-09-18T11:35:00,11880
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008832409,134303.2,8110,39,201909-18T15:48:00,12420,2019-09-18T08:48:00,16020
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008832433,136617.7,7193,11,201909-18T07:49:00,12480,2019-09-18T13:21:00,18000
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008832458,140351.8,6829,11,201909-18T07:43:00,12180,2019-09-18T13:15:00,17640
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008832565,130595.6,5505,11,201909-18T08:10:00,14040,2019-09-18T19:35:00,19860
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008832573,128329.6,4918,11,201909-18T08:20:00,14400,2019-09-18T19:57:00,20640
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008832615,128724,5060,11,201909-18T08:26:00,14580,2019-09-18T20:10:00,20880
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008832664,129205.3,3745,5,201909-18T08:31:00,15180,2019-09-18T08:31:00,15180
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008833001,124160.4,12259,7,201909-18T06:07:00,7560,2019-09-18T06:07:00,7560
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008833050,114528.9,6969,14,201909-18T06:51:00,9120,2019-09-18T18:52:00,9180
http://irail.be/stations/NMBS/008200136,http://irail.be/stations/NMBS/008833126,123774.8,7170,6,201909-18T06:56:00,9240,2019-09-18T17:23:00,10860
