From, to, distance in meters, calcTime, journeysFound, bestPickDeparture,bestPickTime, worstPickDeparture, worstPickTime
http://irail.be/stations/NMBS/008200102,http://irail.be/stations/NMBS/007015400,490452.3,1062,0
http://irail.be/stations/NMBS/008200102,http://irail.be/stations/NMBS/007015440,458126.2,1059,0
http://irail.be/stations/NMBS/008200102,http://irail.be/stations/NMBS/008008094,184004,1091,0
http://irail.be/stations/NMBS/008200102,http://irail.be/stations/NMBS/008010053,230984,1104,0
http://irail.be/stations/NMBS/008200102,http://irail.be/stations/NMBS/008010184,213056.6,1096,0
http://irail.be/stations/NMBS/008200102,http://irail.be/stations/NMBS/008010316,206403.7,1076,0
http://irail.be/stations/NMBS/008200102,http://irail.be/stations/NMBS/008011068,189463.1,1119,0
http://irail.be/stations/NMBS/008200102,http://irail.be/stations/NMBS/008011090,181277.4,1161,0
http://irail.be/stations/NMBS/008200102,http://irail.be/stations/NMBS/008015345,128079,4250,62019-09-18T06:49:00,12960,2019-09-18T06:49:00,12960
http://irail.be/stations/NMBS/008200102,http://irail.be/stations/NMBS/008015458,158447.8,1159,0
http://irail.be/stations/NMBS/008200102,http://irail.be/stations/NMBS/008015588,151211.3,1092,0
http://irail.be/stations/NMBS/008200102,http://irail.be/stations/NMBS/008032572,163997.3,1213,0
http://irail.be/stations/NMBS/008200102,http://irail.be/stations/NMBS/008039904,191691.2,1235,0
http://irail.be/stations/NMBS/008200102,http://irail.be/stations/NMBS/008200100,2127.7,5698,212019-09-18T06:38:00,12180,2019-09-18T06:38:00,12180
http://irail.be/stations/NMBS/008200102,http://irail.be/stations/NMBS/008200101,1659.08,2300,12019-09-18T16:55:00,13500,2019-09-18T16:55:00,13500
http://irail.be/stations/NMBS/008200102,http://irail.be/stations/NMBS/008200110,14557.39,3519,0
http://irail.be/stations/NMBS/008200102,http://irail.be/stations/NMBS/008200120,25477.27,3387,0
http://irail.be/stations/NMBS/008200102,http://irail.be/stations/NMBS/008200128,31072.77,3688,0
http://irail.be/stations/NMBS/008200102,http://irail.be/stations/NMBS/008200130,37974.76,3535,0
http://irail.be/stations/NMBS/008200102,http://irail.be/stations/NMBS/008200132,42220.24,3558,0
http://irail.be/stations/NMBS/008200102,http://irail.be/stations/NMBS/008200133,45250.86,3648,0
http://irail.be/stations/NMBS/008200102,http://irail.be/stations/NMBS/008200134,48979.95,3638,0
http://irail.be/stations/NMBS/008200102,http://irail.be/stations/NMBS/008200136,56620.86,3644,0
http://irail.be/stations/NMBS/008200102,http://irail.be/stations/NMBS/008200510,5249.762,3922,232019-09-18T15:58:00,16800,2019-09-18T10:28:00,25800
