From, to, distance in meters, calcTime, journeysFound, bestPickDeparture,bestPickTime, worstPickDeparture, worstPickTime
http://irail.be/stations/NMBS/008010316,http://irail.be/stations/NMBS/007015400,478095.3,298,0
http://irail.be/stations/NMBS/008010316,http://irail.be/stations/NMBS/007015440,447432.5,227,0
http://irail.be/stations/NMBS/008010316,http://irail.be/stations/NMBS/008008094,23456.68,321,0
http://irail.be/stations/NMBS/008010316,http://irail.be/stations/NMBS/008010053,48334.86,213,0
http://irail.be/stations/NMBS/008010316,http://irail.be/stations/NMBS/008010184,16706.54,278,0
http://irail.be/stations/NMBS/008010316,http://irail.be/stations/NMBS/008011068,198208.8,292,0
http://irail.be/stations/NMBS/008010316,http://irail.be/stations/NMBS/008011090,198536.2,282,0
http://irail.be/stations/NMBS/008010316,http://irail.be/stations/NMBS/008015345,86957.13,295,0
http://irail.be/stations/NMBS/008010316,http://irail.be/stations/NMBS/008015458,55638.43,235,0
http://irail.be/stations/NMBS/008010316,http://irail.be/stations/NMBS/008015588,76734.88,311,0
http://irail.be/stations/NMBS/008010316,http://irail.be/stations/NMBS/008032572,148763.5,257,0
http://irail.be/stations/NMBS/008010316,http://irail.be/stations/NMBS/008039904,15338.42,262,0
http://irail.be/stations/NMBS/008010316,http://irail.be/stations/NMBS/008200100,208474.1,348,0
http://irail.be/stations/NMBS/008010316,http://irail.be/stations/NMBS/008200101,204746.8,291,0
http://irail.be/stations/NMBS/008010316,http://irail.be/stations/NMBS/008200102,206403.7,366,0
http://irail.be/stations/NMBS/008010316,http://irail.be/stations/NMBS/008200110,192794.1,280,0
http://irail.be/stations/NMBS/008010316,http://irail.be/stations/NMBS/008200120,182207.5,372,0
http://irail.be/stations/NMBS/008010316,http://irail.be/stations/NMBS/008200128,177101.6,275,0
http://irail.be/stations/NMBS/008010316,http://irail.be/stations/NMBS/008200130,172651.2,310,0
http://irail.be/stations/NMBS/008010316,http://irail.be/stations/NMBS/008200132,169298,359,0
http://irail.be/stations/NMBS/008010316,http://irail.be/stations/NMBS/008200133,166095.8,292,0
http://irail.be/stations/NMBS/008010316,http://irail.be/stations/NMBS/008200134,161624.9,322,0
http://irail.be/stations/NMBS/008010316,http://irail.be/stations/NMBS/008200136,155402,333,0
http://irail.be/stations/NMBS/008010316,http://irail.be/stations/NMBS/008200510,208249.8,284,0
http://irail.be/stations/NMBS/008010316,http://irail.be/stations/NMBS/008200516,207600.2,318,0
http://irail.be/stations/NMBS/008010316,http://irail.be/stations/NMBS/008200518,206068.2,270,0
http://irail.be/stations/NMBS/008010316,http://irail.be/stations/NMBS/008200520,207398.7,230,0
http://irail.be/stations/NMBS/008010316,http://irail.be/stations/NMBS/008200940,219014,351,0
http://irail.be/stations/NMBS/008010316,http://irail.be/stations/NMBS/008210014,208208.1,354,0
