From, to, distance in meters, calcTime, journeysFound, bestPickDeparture,bestPickTime, worstPickDeparture, worstPickTime
http://irail.be/stations/NMBS/008010053,http://irail.be/stations/NMBS/007015400,524781.6,148,0
http://irail.be/stations/NMBS/008010053,http://irail.be/stations/NMBS/007015440,494392.8,74,0
http://irail.be/stations/NMBS/008010053,http://irail.be/stations/NMBS/008008094,56815.46,102,0
http://irail.be/stations/NMBS/008010053,http://irail.be/stations/NMBS/008010184,31678.13,93,0
http://irail.be/stations/NMBS/008010053,http://irail.be/stations/NMBS/008010316,48334.86,112,0
http://irail.be/stations/NMBS/008010053,http://irail.be/stations/NMBS/008011068,178294.3,105,0
http://irail.be/stations/NMBS/008010053,http://irail.be/stations/NMBS/008011090,180764,101,0
http://irail.be/stations/NMBS/008010053,http://irail.be/stations/NMBS/008015345,125787.1,132,0
http://irail.be/stations/NMBS/008010053,http://irail.be/stations/NMBS/008015458,72833.77,101,0
http://irail.be/stations/NMBS/008010053,http://irail.be/stations/NMBS/008015588,82463.39,116,0
http://irail.be/stations/NMBS/008010053,http://irail.be/stations/NMBS/008032572,133900.5,108,0
http://irail.be/stations/NMBS/008010053,http://irail.be/stations/NMBS/008039904,52977.43,123,0
http://irail.be/stations/NMBS/008010053,http://irail.be/stations/NMBS/008200100,232924.3,118,0
http://irail.be/stations/NMBS/008010053,http://irail.be/stations/NMBS/008200101,229373.3,120,0
http://irail.be/stations/NMBS/008010053,http://irail.be/stations/NMBS/008200102,230984,106,0
http://irail.be/stations/NMBS/008010053,http://irail.be/stations/NMBS/008200110,218634.2,139,0
http://irail.be/stations/NMBS/008010053,http://irail.be/stations/NMBS/008200120,208841.5,103,0
http://irail.be/stations/NMBS/008010053,http://irail.be/stations/NMBS/008200128,204328.6,141,0
http://irail.be/stations/NMBS/008010053,http://irail.be/stations/NMBS/008200130,201364,109,0
http://irail.be/stations/NMBS/008010053,http://irail.be/stations/NMBS/008200132,198638,137,0
http://irail.be/stations/NMBS/008010053,http://irail.be/stations/NMBS/008200133,195623.7,113,0
http://irail.be/stations/NMBS/008010053,http://irail.be/stations/NMBS/008200134,191171.4,117,0
http://irail.be/stations/NMBS/008010053,http://irail.be/stations/NMBS/008200136,186086.1,92,0
http://irail.be/stations/NMBS/008010053,http://irail.be/stations/NMBS/008200510,233720,118,0
http://irail.be/stations/NMBS/008010053,http://irail.be/stations/NMBS/008200516,233667.7,83,0
http://irail.be/stations/NMBS/008010053,http://irail.be/stations/NMBS/008200518,232639.1,117,0
http://irail.be/stations/NMBS/008010053,http://irail.be/stations/NMBS/008200520,234891.3,107,0
http://irail.be/stations/NMBS/008010053,http://irail.be/stations/NMBS/008200940,246650.7,121,0
http://irail.be/stations/NMBS/008010053,http://irail.be/stations/NMBS/008210014,234105.6,138,0
http://irail.be/stations/NMBS/008010053,http://irail.be/stations/NMBS/008400058,197354.1,128,0
http://irail.be/stations/NMBS/008010053,http://irail.be/stations/NMBS/008400131,185677.2,129,0
http://irail.be/stations/NMBS/008010053,http://irail.be/stations/NMBS/008400180,195169.2,100,0
http://irail.be/stations/NMBS/008010053,http://irail.be/stations/NMBS/008400219,147549.6,112,0
http://irail.be/stations/NMBS/008010053,http://irail.be/stations/NMBS/008400280,226157.5,114,0
http://irail.be/stations/NMBS/008010053,http://irail.be/stations/NMBS/008400424,144353.4,130,0
http://irail.be/stations/NMBS/008010053,http://irail.be/stations/NMBS/008400426,143047.7,110,0
